Time,Spin,Type,Duration,Actual Duration,Water Hardness,Load Weight,Temperature,Accelerometer,Noise,Humidity,Temperature,Pressure,,,,,,,,,,,,,,,,,,dB,
2/25/2022 15:15,Spin 5,Wash,81,90,9,8.5,40,4271,74.55500812,18,26.81,97006,,,,,,,,,,,,,,,,,,74.55500812,26.81
2/25/2022 15:15,Spin 5,Wash,81,90,9,8.5,40,4266,89.7232811,18,26.86,97009,,,,,,,,,,,,,,,,,,89.7232811,26.86
2/25/2022 15:16,Spin 5,Wash,81,90,9,8.5,40,4240,79.70980744,18,26.9,97006,,,,,,,,,,,,,,,,,,79.70980744,26.9
2/25/2022 15:16,Spin 5,Wash,81,90,9,8.5,40,4497,84.42471699,18,26.94,97007,,,,,,,,,,,,,,,,,,84.42471699,26.94
2/25/2022 15:17,Spin 5,Wash,81,90,9,8.5,40,4198,81.37157002,18,26.99,97005,,,,,,,,,,,,,,,,,,81.37157002,26.99
2/25/2022 15:17,Spin 5,Wash,81,90,9,8.5,40,4285,82.15731715,18,27.04,97012,,,,,,,,,,,,,,,,,,82.15731715,27.04
2/25/2022 15:18,Spin 5,Wash,81,90,9,8.5,40,4312,84.02452939,18,27.08,97008,,,,,,,,,,,,,,,,,,84.02452939,27.08
2/25/2022 15:18,Spin 5,Wash,81,90,9,8.5,40,4290,78.49127306,18,27.11,97008,,,,,,,,,,,,,,,,,,78.49127306,27.11
2/25/2022 15:19,Spin 5,Wash,81,90,9,8.5,40,4242,76.69062549,18,27.16,97004,,,,,,,,,,,,,,,,,,76.69062549,27.16
2/25/2022 15:19,Spin 5,Wash,81,90,9,8.5,40,4295,79.38029368,18,27.18,97001,,,,,,,,,,,,,,,,,,79.38029368,27.18
2/25/2022 15:20,Spin 5,Wash,81,90,9,8.5,40,4244,87.63156111,18,27.22,97004,,,,,,,,,,,,,,,,,,87.63156111,27.22
2/25/2022 15:20,Spin 5,Wash,81,90,9,8.5,40,4274,88.40107222,18,27.26,97006,,,,,,,,,,,,,,,,,,88.40107222,27.26
2/25/2022 15:21,Spin 5,Wash,81,90,9,8.5,40,4193,81.98841108,18,27.28,97007,,,,,,,,,,,,,,,,,,81.98841108,27.28
2/25/2022 15:21,Spin 5,Wash,81,90,9,8.5,40,4304,79.65592276,18,27.31,97003,,,,,,,,,,,,,,,,,,79.65592276,27.31
2/25/2022 15:22,Spin 5,Wash,81,90,9,8.5,40,4253,71.73503953,18,27.33,97009,,,,,,,,,,,,,,,,,,71.73503953,27.33
2/25/2022 15:22,Spin 5,Wash,81,90,9,8.5,40,4277,84.39280014,18,27.35,97010,,,,,,,,,,,,,,,,,,84.39280014,27.35
2/25/2022 15:23,Spin 5,Wash,81,90,9,8.5,40,4272,93.4343212,18,27.37,97006,,,,,,,,,,,,,,,,,,93.4343212,27.37
2/25/2022 15:23,Spin 5,Wash,81,90,9,8.5,40,4343,80.02338926,18,27.39,97004,,,,,,,,,,,,,,,,,,80.02338926,27.39
2/25/2022 15:24,Spin 5,Wash,81,90,9,8.5,40,4209,81.605787,18,27.42,97007,,,,,,,,,,,,,,,,,,81.605787,27.42
2/25/2022 15:24,Spin 5,Wash,81,90,9,8.5,40,4200,83.10016458,17,27.43,97009,,,,,,,,,,,,,,,,,,83.10016458,27.43
2/25/2022 15:25,Spin 5,Wash,81,90,9,8.5,40,4300,82.38288492,17,27.44,97017,,,,,,,,,,,,,,,,,,82.38288492,27.44
2/25/2022 15:25,Spin 5,Wash,81,90,9,8.5,40,4225,80.75012049,17,27.45,97012,,,,,,,,,,,,,,,,,,80.75012049,27.45
2/25/2022 15:26,Spin 5,Wash,81,90,9,8.5,40,4250,79.31316254,17,27.46,97014,,,,,,,,,,,,,,,,,,79.31316254,27.46
2/25/2022 15:26,Spin 5,Wash,81,90,9,8.5,40,4318,83.3081735,17,27.47,97015,,,,,,,,,,,,,,,,,,83.3081735,27.47
2/25/2022 15:27,Spin 5,Wash,81,90,9,8.5,40,4517,88.52765151,17,27.47,97010,,,,,,,,,,,,,,,,,,88.52765151,27.47
2/25/2022 15:27,Spin 5,Wash,81,90,9,8.5,40,4064,82.01419261,17,27.46,97012,,,,,,,,,,,,,,,,,,82.01419261,27.46
2/25/2022 15:28,Spin 5,Wash,81,90,9,8.5,40,4400,81.29740263,17,27.47,97015,,,,,,,,,,,,,,,,,,81.29740263,27.47
2/25/2022 15:28,Spin 5,Wash,81,90,9,8.5,40,4238,91.86449341,17,27.47,97014,,,,,,,,,,,,,,,,,,91.86449341,27.47
2/25/2022 15:29,Spin 5,Wash,81,90,9,8.5,40,4279,78.233523,17,27.45,97008,,,,,,,,,,,,,,,,,,78.233523,27.45
2/25/2022 15:29,Spin 5,Wash,81,90,9,8.5,40,4257,72.28324092,17,27.45,97017,,,,,,,,,,,,,,,,,,72.28324092,27.45
2/25/2022 15:30,Spin 5,Wash,81,90,9,8.5,40,4282,83.12836507,17,27.44,97017,,,,,,,,,,,,,,,,,,83.12836507,27.44
2/25/2022 15:30,Spin 5,Wash,81,90,9,8.5,40,4113,81.273661,17,27.45,97009,,,,,,,,,,,,,,,,,,81.273661,27.45
2/25/2022 15:31,Spin 5,Wash,81,90,9,8.5,40,4306,83.11063596,17,27.44,97015,,,,,,,,,,,,,,,,,,83.11063596,27.44
2/25/2022 15:31,Spin 5,Wash,81,90,9,8.5,40,4252,84.57586623,17,27.44,97013,,,,,,,,,,,,,,,,,,84.57586623,27.44
2/25/2022 15:32,Spin 5,Wash,81,90,9,8.5,40,4257,80.73130416,17,27.43,97012,,,,,,,,,,,,,,,,,,80.73130416,27.43
2/25/2022 15:32,Spin 5,Wash,81,90,9,8.5,40,4305,73.40731838,17,27.44,97012,,,,,,,,,,,,,,,,,,73.40731838,27.44
2/25/2022 15:33,Spin 5,Wash,81,90,9,8.5,40,4247,77.37913356,17,27.46,97017,,,,,,,,,,,,,,,,,,77.37913356,27.46
2/25/2022 15:33,Spin 5,Wash,81,90,9,8.5,40,4167,84.08774224,17,27.48,97016,,,,,,,,,,,,,,,,,,84.08774224,27.48
2/25/2022 15:34,Spin 5,Wash,81,90,9,8.5,40,4192,77.52374291,17,27.49,97020,,,,,,,,,,,,,,,,,,77.52374291,27.49
2/25/2022 15:34,Spin 5,Wash,81,90,9,8.5,40,4403,81.65576586,17,27.51,97013,,,,,,,,,,,,,,,,,,81.65576586,27.51
2/25/2022 15:35,Spin 5,Wash,81,90,9,8.5,40,4265,86.81081439,17,27.53,97019,,,,,,,,,,,,,,,,,,86.81081439,27.53
2/25/2022 15:35,Spin 5,Wash,81,90,9,8.5,40,4160,79.1930099,17,27.56,97017,,,,,,,,,,,,,,,,,,79.1930099,27.56
2/25/2022 15:36,Spin 5,Wash,81,90,9,8.5,40,4237,84.8211885,17,27.59,97020,,,,,,,,,,,,,,,,,,84.8211885,27.59
2/25/2022 15:36,Spin 5,Wash,81,90,9,8.5,40,4309,83.98404235,17,27.61,97012,,,,,,,,,,,,,,,,,,83.98404235,27.61
2/25/2022 15:37,Spin 5,Wash,81,90,9,8.5,40,4212,79.13070326,17,27.63,97016,,,,,,,,,,,,,,,,,,79.13070326,27.63
2/25/2022 15:37,Spin 5,Wash,81,90,9,8.5,40,4178,81.06321289,17,27.64,97018,,,,,,,,,,,,,,,,,,81.06321289,27.64
2/25/2022 15:38,Spin 5,Wash,81,90,9,8.5,40,4241,79.80364389,17,27.66,97015,,,,,,,,,,,,,,,,,,79.80364389,27.66
2/25/2022 15:38,Spin 5,Wash,81,90,9,8.5,40,4243,79.94525034,17,27.68,97014,,,,,,,,,,,,,,,,,,79.94525034,27.68
2/25/2022 15:39,Spin 5,Wash,81,90,9,8.5,40,4220,87.43051336,17,27.71,97014,,,,,,,,,,,,,,,,,,87.43051336,27.71
2/25/2022 15:39,Spin 5,Wash,81,90,9,8.5,40,4248,73.59957351,17,27.73,97009,,,,,,,,,,,,,,,,,,73.59957351,27.73
2/25/2022 15:40,Spin 5,Wash,81,90,9,8.5,40,4271,85.19530614,17,27.74,97007,,,,,,,,,,,,,,,,,,85.19530614,27.74
2/25/2022 15:40,Spin 5,Wash,81,90,9,8.5,40,4321,85.47888131,17,27.75,97009,,,,,,,,,,,,,,,,,,85.47888131,27.75
2/25/2022 15:41,Spin 5,Wash,81,90,9,8.5,40,4311,84.96915431,17,27.78,97005,,,,,,,,,,,,,,,,,,84.96915431,27.78
2/25/2022 15:41,Spin 5,Wash,81,90,9,8.5,40,4196,87.8489774,17,27.77,97005,,,,,,,,,,,,,,,,,,87.8489774,27.77
2/25/2022 15:42,Spin 5,Wash,81,90,9,8.5,40,4214,86.69618273,17,27.79,97013,,,,,,,,,,,,,,,,,,86.69618273,27.79
2/25/2022 15:42,Spin 5,Wash,81,90,9,8.5,40,4231,84.46931169,17,27.8,97011,,,,,,,,,,,,,,,,,,84.46931169,27.8
2/25/2022 15:43,Spin 5,Wash,81,90,9,8.5,40,4349,96.81505983,16,27.81,97010,,,,,,,,,,,,,,,,,,96.81505983,27.81
2/25/2022 15:43,Spin 5,Wash,81,90,9,8.5,40,5179,105.880133,16,27.76,97002,,,,,,,,,,,,,,,,,,105.880133,27.76
2/25/2022 15:44,Spin 5,Wash,81,90,9,8.5,40,8224,107.9057653,16,27.67,97011,,,,,,,,,,,,,,,,,,107.9057653,27.67
2/25/2022 15:44,Spin 5,Wash,81,90,9,8.5,40,5463,107.2872271,17,27.6,97010,,,,,,,,,,,,,,,,,,107.2872271,27.6
2/25/2022 15:45,Spin 5,Wash,81,90,9,8.5,40,4237,76.91778762,17,27.59,97011,,,,,,,,,,,,,,,,,,76.91778762,27.59
2/25/2022 15:45,Spin 5,Wash,81,90,9,8.5,40,4283,91.75456454,17,27.64,97007,,,,,,,,,,,,,,,,,,91.75456454,27.64
2/25/2022 15:46,Spin 5,Wash,81,90,9,8.5,40,4287,91.2550339,17,27.68,97009,,,,,,,,,,,,,,,,,,91.2550339,27.68
2/25/2022 15:46,Spin 5,Wash,81,90,9,8.5,40,4239,91.26810972,17,27.74,97011,,,,,,,,,,,,,,,,,,91.26810972,27.74
2/25/2022 15:47,Spin 5,Wash,81,90,9,8.5,40,4283,91.78033133,17,27.77,97011,,,,,,,,,,,,,,,,,,91.78033133,27.77
2/25/2022 15:47,Spin 5,Wash,81,90,9,8.5,40,4236,91.07427187,17,27.79,97012,,,,,,,,,,,,,,,,,,91.07427187,27.79
2/25/2022 15:48,Spin 5,Wash,81,90,9,8.5,40,4249,92.0177936,17,27.8,97010,,,,,,,,,,,,,,,,,,92.0177936,27.8
2/25/2022 15:48,Spin 5,Wash,81,90,9,8.5,40,4251,90.35756017,17,27.82,97012,,,,,,,,,,,,,,,,,,90.35756017,27.82
2/25/2022 15:49,Spin 5,Wash,81,90,9,8.5,40,4271,91.27579884,17,27.81,97014,,,,,,,,,,,,,,,,,,91.27579884,27.81
2/25/2022 15:49,Spin 5,Wash,81,90,9,8.5,40,4304,80.99623256,17,27.79,97017,,,,,,,,,,,,,,,,,,80.99623256,27.79
2/25/2022 15:50,Spin 5,Wash,81,90,9,8.5,40,4241,81.29101246,17,27.77,97009,,,,,,,,,,,,,,,,,,81.29101246,27.77
2/25/2022 15:50,Spin 5,Wash,81,90,9,8.5,40,4456,78.07536958,17,27.75,97009,,,,,,,,,,,,,,,,,,78.07536958,27.75
2/25/2022 15:51,Spin 5,Wash,81,90,9,8.5,40,4285,70.90495657,17,27.72,97013,,,,,,,,,,,,,,,,,,70.90495657,27.72
2/25/2022 15:51,Spin 5,Wash,81,90,9,8.5,40,4249,80.00334275,17,27.68,97015,,,,,,,,,,,,,,,,,,80.00334275,27.68
2/25/2022 15:52,Spin 5,Wash,81,90,9,8.5,40,4288,77.05952772,17,27.64,97019,,,,,,,,,,,,,,,,,,77.05952772,27.64
2/25/2022 15:52,Spin 5,Wash,81,90,9,8.5,40,4191,77.42843962,17,27.6,97014,,,,,,,,,,,,,,,,,,77.42843962,27.6
2/25/2022 15:53,Spin 5,Wash,81,90,9,8.5,40,4397,91.6604542,17,27.57,97019,,,,,,,,,,,,,,,,,,91.6604542,27.57
2/25/2022 15:53,Spin 5,Wash,81,90,9,8.5,40,4262,89.25418223,17,27.52,97017,,,,,,,,,,,,,,,,,,89.25418223,27.52
2/25/2022 15:54,Spin 5,Wash,81,90,9,8.5,40,4266,76.41102292,17,27.49,97015,,,,,,,,,,,,,,,,,,76.41102292,27.49
2/25/2022 15:54,Spin 5,Wash,81,90,9,8.5,40,4269,71.06771429,17,27.43,97009,,,,,,,,,,,,,,,,,,71.06771429,27.43
2/25/2022 15:55,Spin 5,Wash,81,90,9,8.5,40,4318,87.47629149,17,27.4,97012,,,,,,,,,,,,,,,,,,87.47629149,27.4
2/25/2022 15:55,Spin 5,Wash,81,90,9,8.5,40,4259,79.26921927,17,27.36,97015,,,,,,,,,,,,,,,,,,79.26921927,27.36
2/25/2022 15:56,Spin 5,Wash,81,90,9,8.5,40,4269,86.94418426,17,27.32,97017,,,,,,,,,,,,,,,,,,86.94418426,27.32
2/25/2022 15:56,Spin 5,Wash,81,90,9,8.5,40,4612,88.91094175,17,27.28,97011,,,,,,,,,,,,,,,,,,88.91094175,27.28
2/25/2022 15:57,Spin 5,Wash,81,90,9,8.5,40,4353,87.12256642,17,27.24,97014,,,,,,,,,,,,,,,,,,87.12256642,27.24
2/25/2022 15:57,Spin 5,Wash,81,90,9,8.5,40,4213,101.386963,17,27.2,97016,,,,,,,,,,,,,,,,,,101.386963,27.2
2/25/2022 15:58,Spin 5,Wash,81,90,9,8.5,40,3656,101.7840493,17,27.13,97012,,,,,,,,,,,,,,,,,,101.7840493,27.13
2/25/2022 15:58,Spin 5,Wash,81,90,9,8.5,40,7243,104.165994,17,27.05,97012,,,,,,,,,,,,,,,,,,104.165994,27.05
2/25/2022 15:59,Spin 5,Wash,81,90,9,8.5,40,2032,113.3380676,17,27.01,97016,,,,,,,,,,,,,,,,,,113.3380676,27.01
2/25/2022 15:59,Spin 5,Wash,81,90,9,8.5,40,5286,97.40247254,17,26.98,97013,,,,,,,,,,,,,,,,,,97.40247254,26.98
2/25/2022 16:00,Spin 5,Wash,81,90,9,8.5,40,4274,82.7259324,17,26.99,97016,,,,,,,,,,,,,,,,,,82.7259324,26.99
2/25/2022 16:00,Spin 5,Wash,81,90,9,8.5,40,4274,89.45602686,17,27,97015,,,,,,,,,,,,,,,,,,89.45602686,27
2/25/2022 16:01,Spin 5,Wash,81,90,9,8.5,40,4258,75.86630071,17,26.99,97020,,,,,,,,,,,,,,,,,,75.86630071,26.99
2/25/2022 16:01,Spin 5,Wash,81,90,9,8.5,40,4274,89.35883313,17,26.98,97013,,,,,,,,,,,,,,,,,,89.35883313,26.98
2/25/2022 16:02,Spin 5,Wash,81,90,9,8.5,40,4270,89.61789536,17,26.96,97015,,,,,,,,,,,,,,,,,,89.61789536,26.96
2/25/2022 16:02,Spin 5,Wash,81,90,9,8.5,40,4253,90.07640396,17,26.94,97022,,,,,,,,,,,,,,,,,,90.07640396,26.94
2/25/2022 16:03,Spin 5,Wash,81,90,9,8.5,40,4219,89.5293034,17,26.93,97022,,,,,,,,,,,,,,,,,,89.5293034,26.93
2/25/2022 16:03,Spin 5,Wash,81,90,9,8.5,40,4301,91.21369601,17,26.91,97026,,,,,,,,,,,,,,,,,,91.21369601,26.91
2/25/2022 16:04,Spin 5,Wash,81,90,9,8.5,40,4295,89.76458232,17,26.88,97017,,,,,,,,,,,,,,,,,,89.76458232,26.88
2/25/2022 16:04,Spin 5,Wash,81,90,9,8.5,40,4267,89.47883009,17,26.86,97011,,,,,,,,,,,,,,,,,,89.47883009,26.86
2/25/2022 16:05,Spin 5,Wash,81,90,9,8.5,40,4235,90.91198191,17,26.83,97019,,,,,,,,,,,,,,,,,,90.91198191,26.83
2/25/2022 16:05,Spin 5,Wash,81,90,9,8.5,40,4275,76.30398528,17,26.8,97014,,,,,,,,,,,,,,,,,,76.30398528,26.8
2/25/2022 16:06,Spin 5,Wash,81,90,9,8.5,40,4306,80.07234621,17,26.76,97018,,,,,,,,,,,,,,,,,,80.07234621,26.76
2/25/2022 16:06,Spin 5,Wash,81,90,9,8.5,40,4235,80.50799859,17,26.73,97012,,,,,,,,,,,,,,,,,,80.50799859,26.73
2/25/2022 16:07,Spin 5,Wash,81,90,9,8.5,40,4255,85.18632969,17,26.69,97009,,,,,,,,,,,,,,,,,,85.18632969,26.69
2/25/2022 16:07,Spin 5,Wash,81,90,9,8.5,40,4230,85.76516872,17,26.66,97014,,,,,,,,,,,,,,,,,,85.76516872,26.66
2/25/2022 16:08,Spin 5,Wash,81,90,9,8.5,40,4305,82.37178658,17,26.62,97008,,,,,,,,,,,,,,,,,,82.37178658,26.62
2/25/2022 16:08,Spin 5,Wash,81,90,9,8.5,40,4269,79.44532891,17,26.59,97011,,,,,,,,,,,,,,,,,,79.44532891,26.59
2/25/2022 16:09,Spin 5,Wash,81,90,9,8.5,40,4253,73.15702687,17,26.56,97010,,,,,,,,,,,,,,,,,,73.15702687,26.56
2/25/2022 16:09,Spin 5,Wash,81,90,9,8.5,40,4268,74.63150909,17,26.53,97015,,,,,,,,,,,,,,,,,,74.63150909,26.53
2/25/2022 16:10,Spin 5,Wash,81,90,9,8.5,40,4220,75.94979269,17,26.48,97012,,,,,,,,,,,,,,,,,,75.94979269,26.48
2/25/2022 16:10,Spin 5,Wash,81,90,9,8.5,40,4154,88.15060057,17,26.44,97016,,,,,,,,,,,,,,,,,,88.15060057,26.44
2/25/2022 16:11,Spin 5,Wash,81,90,9,8.5,40,4105,78.54066914,17,26.42,97017,,,,,,,,,,,,,,,,,,78.54066914,26.42
2/25/2022 16:11,Spin 5,Wash,81,90,9,8.5,40,4242,79.51082974,17,26.4,97016,,,,,,,,,,,,,,,,,,79.51082974,26.4
2/25/2022 16:12,Spin 5,Wash,81,90,9,8.5,40,4219,75.61267103,17,26.36,97009,,,,,,,,,,,,,,,,,,75.61267103,26.36
2/25/2022 16:12,Spin 5,Wash,81,90,9,8.5,40,4261,70.21557665,18,26.34,97014,,,,,,,,,,,,,,,,,,70.21557665,26.34
2/25/2022 16:13,Spin 5,Wash,81,90,9,8.5,40,4266,72.28894242,18,26.32,97014,,,,,,,,,,,,,,,,,,72.28894242,26.32
2/25/2022 16:13,Spin 5,Wash,81,90,9,8.5,40,4248,77.70340806,18,26.28,97018,,,,,,,,,,,,,,,,,,77.70340806,26.28
2/25/2022 16:14,Spin 5,Wash,81,90,9,8.5,40,4300,81.79160278,18,26.28,97020,,,,,,,,,,,,,,,,,,81.79160278,26.28
2/25/2022 16:14,Spin 5,Wash,81,90,9,8.5,40,4248,73.15543396,18,26.25,97024,,,,,,,,,,,,,,,,,,73.15543396,26.25
2/25/2022 16:15,Spin 5,Wash,81,90,9,8.5,40,4243,85.24386074,18,26.23,97021,,,,,,,,,,,,,,,,,,85.24386074,26.23
2/25/2022 16:15,Spin 5,Wash,81,90,9,8.5,40,4143,86.16715707,18,26.22,97020,,,,,,,,,,,,,,,,,,86.16715707,26.22
2/25/2022 16:16,Spin 5,Wash,81,90,9,8.5,40,4296,90.19539811,18,26.2,97016,,,,,,,,,,,,,,,,,,90.19539811,26.2
2/25/2022 16:16,Spin 5,Wash,81,90,9,8.5,40,4258,85.28762368,18,26.19,97020,,,,,,,,,,,,,,,,,,85.28762368,26.19
2/25/2022 16:17,Spin 5,Wash,81,90,9,8.5,40,4280,83.36868082,18,26.17,97020,,,,,,,,,,,,,,,,,,83.36868082,26.17
2/25/2022 16:17,Spin 5,Wash,81,90,9,8.5,40,4256,84.31159869,18,26.16,97032,,,,,,,,,,,,,,,,,,84.31159869,26.16
2/25/2022 16:18,Spin 5,Wash,81,90,9,8.5,40,4259,87.2616519,18,26.14,97026,,,,,,,,,,,,,,,,,,87.2616519,26.14
2/25/2022 16:18,Spin 5,Wash,81,90,9,8.5,40,4124,83.86024209,18,26.12,97024,,,,,,,,,,,,,,,,,,83.86024209,26.12
2/25/2022 16:19,Spin 5,Wash,81,90,9,8.5,40,4359,86.24862291,18,26.11,97029,,,,,,,,,,,,,,,,,,86.24862291,26.11
2/25/2022 16:19,Spin 5,Wash,81,90,9,8.5,40,4409,86.73047227,18,26.09,97025,,,,,,,,,,,,,,,,,,86.73047227,26.09
2/25/2022 16:20,Spin 5,Wash,81,90,9,8.5,40,4254,86.29739546,18,26.08,97027,,,,,,,,,,,,,,,,,,86.29739546,26.08
2/25/2022 16:20,Spin 5,Wash,81,90,9,8.5,40,4234,87.47812927,18,26.07,97030,,,,,,,,,,,,,,,,,,87.47812927,26.07
2/25/2022 16:21,Spin 5,Wash,81,90,9,8.5,40,4275,86.78238885,18,26.05,97026,,,,,,,,,,,,,,,,,,86.78238885,26.05
2/25/2022 16:21,Spin 5,Wash,81,90,9,8.5,40,4245,86.10484343,18,26.04,97026,,,,,,,,,,,,,,,,,,86.10484343,26.04
2/25/2022 16:22,Spin 5,Wash,81,90,9,8.5,40,4267,86.03350669,18,26.02,97026,,,,,,,,,,,,,,,,,,86.03350669,26.02
2/25/2022 16:22,Spin 5,Wash,81,90,9,8.5,40,4087,103.0184464,18,25.99,97025,,,,,,,,,,,,,,,,,,103.0184464,25.99
2/25/2022 16:23,Spin 5,Wash,81,90,9,8.5,40,7073,105.6391875,18,25.93,97028,,,,,,,,,,,,,,,,,,105.6391875,25.93
2/25/2022 16:23,Spin 5,Wash,81,90,9,8.5,40,4366,90.11956116,19,25.84,97028,,,,,,,,,,,,,,,,,,90.11956116,25.84
2/25/2022 16:24,Spin 5,Wash,81,90,9,8.5,40,4241,73.13538381,18,25.83,97030,,,,,,,,,,,,,,,,,,73.13538381,25.83
